Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
126650,00:02:06.650,m,should we read my first day of schoo?,1,myfirstdayofschoolbook,,,,,1,we,,,,,,
139706,00:02:19.706,m,you're making the chair rock?,1,chair,,,,,1,you,,,,,,
147288,00:02:27.288,m,rock,0,,,,,,0,,,,,,,
147594,00:02:27.594,m,rock rock,0,,,,,,0,,,,,,,
300866,00:05:00.866,m,Dada?,1,dada,,,,,0,,,,,,,
302158,00:05:02.158,m,Dada's at work,2,dada,work,,,,0,,,,,,,
385458,00:06:25.458,m,you wanna read it again?,0,,,,,,2,you,it,,,,,
387566,00:06:27.566,m,or you wanna go to the page of the fish?,2,page,fish,,,,1,you,,,,,,
413746,00:06:53.746,m,all done?,0,,,,,,0,,,,,,,
414868,00:06:54.868,m,can you put it back on the shelf?,1,shelf,,,,,2,you,it,,,,,
424694,00:07:04.694,m,good job,0,,,,,,0,,,,,,,
430372,00:07:10.372,m,[gasp],0,,,,,,0,,,,,,,
430848,00:07:10.848,m,Kiran that's kinda for bigger kids,2,kiran,kids,,,,1,that,,,,,,
433058,00:07:13.58,m,do you wanna read it anyway?,0,,,,,,2,you,it,,,,,
435200,00:07:15.200,m,okay,0,,,,,,0,,,,,,,
442034,00:07:22.34,m,do you wanna sit on my lap?,1,lap,,,,,2,you,my,,,,,
453900,00:07:33.900,m,the talel of Peter Rabbit,1,tale,peterrabbit,,,,0,,,,,,,
651746,00:10:51.746,m,yeah,0,,,,,,0,,,,,,,
654738,00:10:54.738,m,okay,0,,,,,,0,,,,,,,
659056,00:10:59.56,m,should we put it back?,0,,,,,,2,we,it,,,,,
661368,00:11:01.368,m,I'll put it back up here,0,,,,,,2,i,it,,,,,
662456,00:11:02.456,m,okay?,0,,,,,,0,,,,,,,
666740,00:11:06.740,m,that's also kinda for bigger kids bud,2,kids,bud,,,,1,that,,,,,,
668780,00:11:08.780,m,you know what?,0,,,,,,1,you,,,,,,
669290,00:11:09.290,m,all of the books that you really like,1,books,,,,,1,you,,,,,,
671296,00:11:11.296,m,are on this shelf,1,shelf,,,,,1,this,,,,,,
672350,00:11:12.350,m,and this shelf,1,shelf,,,,,1,this,,,,,,
677110,00:11:17.110,m,do you wanna read,0,,,,,,1,you,,,,,,
678776,00:11:18.776,m,using them shapes?,1,shapes,,,,,1,them,,,,,,
683400,00:11:23.400,m,or should we put,0,,,,,,1,we,,,,,,
684420,00:11:24.420,m,should we put some of these back?,0,,,,,,2,we,these,,,,,
690166,00:11:30.166,m,oh do you wanna read Romeo and Juliet?,1,romeoandjulietbook,,,,,1,you,,,,,,
697238,00:11:37.238,m,no?,0,,,,,,0,,,,,,,
699448,00:11:39.448,m,okay,0,,,,,,0,,,,,,,
705126,00:11:45.126,m,you wanna read xxx?,0,,,,,,1,you,,,,,,
707681,00:11:47.681,m,bye bye,0,,,,,,0,,,,,,,
708390,00:11:48.390,m,okay,0,,,,,,0,,,,,,,
713728,00:11:53.728,m,do you wanna read BS for Brooklyn?,1,bsforbrooklynbook,,,,,1,you,,,,,,
717740,00:11:57.740,m,okay,0,,,,,,0,,,,,,,
718080,00:11:58.80,m,should we put this back?,0,,,,,,2,we,this,,,,,
727498,00:12:07.498,m,you wanna play with your shapes?,1,shapes,,,,,2,you,your,,,,,
746606,00:12:26.606,m,you wanna close the door?,1,door,,,,,1,you,,,,,,
748306,00:12:28.306,m,okay,0,,,,,,0,,,,,,,
753440,00:12:33.440,m,alright,0,,,,,,0,,,,,,,
754324,00:12:34.324,m,hold on,0,,,,,,0,,,,,,,
754902,00:12:34.902,m,let me turn the fan on,1,fan,,,,,1,me,,,,,,
757520,00:12:37.520,m,before it gets too hot in here,0,,,,,,1,it,,,,,,
759730,00:12:39.730,m,okay?,0,,,,,,0,,,,,,,
772344,00:12:52.344,m,oh you've got,0,,,,,,1,you,,,,,,
772956,00:12:52.956,m,a green circle,1,circle,,,,,0,,,,,,,
778124,00:12:58.124,m,are you rolling it like a wheel?,1,wheel,,,,,2,you,it,,,,,
786420,00:13:06.420,m,hey,0,,,,,,0,,,,,,,
789072,00:13:09.72,m,[laugh],0,,,,,,0,,,,,,,
793832,00:13:13.832,m,hey,0,,,,,,0,,,,,,,
795328,00:13:15.328,m,hey,0,,,,,,0,,,,,,,
796076,00:13:16.76,m,Kiran,1,kiran,,,,,0,,,,,,,
797028,00:13:17.28,m,do you wanna,0,,,,,,1,you,,,,,,
797470,00:13:17.470,m,do you wanna,0,,,,,,1,you,,,,,,
797844,00:13:17.844,m,sit on the,0,,,,,,0,,,,,,,
798490,00:13:18.490,m,rocking chair?,1,chair,,,,,0,,,,,,,
799748,00:13:19.748,m,do you wanna sit with Mommy?,1,mommy,,,,,1,you,,,,,,
800666,00:13:20.666,m,or by yourself?,0,,,,,,0,,,,,,,
802502,00:13:22.502,m,by yourself?,0,,,,,,0,,,,,,,
803488,00:13:23.488,m,okay,0,,,,,,0,,,,,,,
803930,00:13:23.930,m,see,0,,,,,,0,,,,,,,
804508,00:13:24.508,m,you need to ask for my help,1,help,,,,,2,you,my,,,,,
805732,00:13:25.732,m,okay?,0,,,,,,0,,,,,,,
806752,00:13:26.752,m,cus you could hurt yourself like that,0,,,,,,1,you,,,,,,
809778,00:13:29.778,m,here you go,0,,,,,,1,you,,,,,,
812124,00:13:32.124,m,you wanna rock back and forth?,0,,,,,,1,you,,,,,,
815524,00:13:35.524,m,bye bye?,0,,,,,,0,,,,,,,
816612,00:13:36.612,m,okay,0,,,,,,0,,,,,,,
838338,00:13:58.338,m,do you wanna read that book?,1,book,,,,,1,that,,,,,,
862342,00:14:22.342,m,[laugh],0,,,,,,0,,,,,,,
863022,00:14:23.22,m,Kiran,1,kiran,,,,,0,,,,,,,
864892,00:14:24.892,m,you wanna keep reading Peter Rabbit?,1,peterrabbitbook,,,,,1,you,,,,,,
867578,00:14:27.578,m,it's the same one,1,one,,,,,1,it,,,,,,
869686,00:14:29.686,m,it's a lot of words,1,words,,,,,1,it,,,,,,
871488,00:14:31.488,m,it's a very long story,1,story,,,,,1,it,,,,,,
873800,00:14:33.800,m,you wanna keep going?,0,,,,,,1,you,,,,,,
878492,00:14:38.492,m,you wanna ready both of those?,0,,,,,,2,you,those,,,,,
881076,00:14:41.76,m,both books with,1,books,,,,,0,,,,,,,
881858,00:14:41.858,m,with bunnies,1,bunnies,,,,,0,,,,,,,
885666,00:14:45.666,m,do you wanna sit on my lap?,1,lap,,,,,2,you,my,,,,,
887400,00:14:47.400,m,are you gonna take a litte break?,1,break,,,,,1,you,,,,,,
889508,00:14:49.508,m,okay,0,,,,,,0,,,,,,,
903448,00:15:03.448,m,do you wanna read the,0,,,,,,1,you,,,,,,
904230,00:15:04.230,m,no?,0,,,,,,0,,,,,,,
906100,00:15:06.100,m,oh xxx,0,,,,,,0,,,,,,,
906848,00:15:06.848,m,Papa please get the moon for me?,2,papa,moon,,,,1,me,,,,,,
914702,00:15:14.702,m,oh both,0,,,,,,0,,,,,,,
915110,00:15:15.110,m,you wanna read both of them?,0,,,,,,2,you,them,,,,,
917082,00:15:17.82,m,okay,0,,,,,,0,,,,,,,
918748,00:15:18.748,m,hey Kiran,1,kiran,,,,,0,,,,,,,
919700,00:15:19.700,m,you've got a bunch of good books here,1,books,,,,,1,you,,,,,,
920958,00:15:20.958,m,do you wanna read these?,0,,,,,,2,you,these,,,,,
928982,00:15:28.982,m,xxx birthday party?,1,birthdayparty,,,,,0,,,,,,,
932416,00:15:32.416,m,[laugh],0,,,,,,0,,,,,,,
932994,00:15:32.994,m,you wanna read this one?,1,one,,,,,2,you,this,,,,,
936700,00:15:36.700,m,you wanna read,0,,,,,,1,you,,,,,,
937176,00:15:37.176,m,all of them?,0,,,,,,1,them,,,,,,
939454,00:15:39.454,m,well Kiran,1,kiran,,,,,0,,,,,,,
940440,00:15:40.440,m,the thing about book is,1,book,,,,,0,,,,,,,
941392,00:15:41.392,m,you can only read one at a time,1,one,,,,,1,you,,,,,,
943364,00:15:43.364,m,so which one do you wanna read first?,1,one,,,,,1,you,,,,,,
948600,00:15:48.600,m,xxx birthday party?,1,birthdayparty,,,,,0,,,,,,,
950980,00:15:50.980,m,okay,0,,,,,,0,,,,,,,
951524,00:15:51.524,m,do you wanna sit on my lap?,1,lap,,,,,1,you,my,,,,,
957100,00:15:57.100,m,oh now you wanna go back to Peter Rabbit?,1,peterrabbitbook,,,,,1,you,,,,,,
959820,00:15:59.820,m,or this other one with the bunny?,2,one,bunny,,,,1,this,,,,,,
962642,00:16:02.642,m,should we read this one?,1,one,,,,,2,we,this,,,,,
964172,00:16:04.172,m,no?,0,,,,,,0,,,,,,,
966484,00:16:06.484,m,Spot?,1,spot,,,,,0,,,,,,,
967708,00:16:07.708,m,okay,0,,,,,,0,,,,,,,
1112616,00:18:32.616,m,where is your nose?,1,nose,,,,,1,your,,,,,,
1114282,00:18:34.282,m,yeah,0,,,,,,0,,,,,,,
1128086,00:18:48.86,m,you don't want,0,,,,,,1,you,,,,,,
1128970,00:18:48.970,m,the,0,,,,,,0,,,,,,,
1129582,00:18:49.582,m,are you all done with all these books?,1,books,,,,,2,you,these,,,,,
1131690,00:18:51.690,m,should we put all of them away?,0,,,,,,2,we,them,,,,,
1133696,00:18:53.696,m,okay,0,,,,,,0,,,,,,,
1134750,00:18:54.750,m,let's do it one by one,2,one,one,,,,0,,,,,,,
1136280,00:18:56.280,m,can you put this back?,0,,,,,,2,you,this,,,,,
1137640,00:18:57.640,m,oh you want to do all of them?,0,,,,,,2,you,them,,,,,
1139068,00:18:59.68,m,okay,0,,,,,,0,,,,,,,
1140088,00:19:00.88,m,here,0,,,,,,0,,,,,,,
1146990,00:19:06.990,m,here bud,1,bud,,,,,0,,,,,,,
1147874,00:19:07.874,m,Kiran,1,kiran,,,,,0,,,,,,,
1148724,00:19:08.724,m,can you take all these books?,1,books,,,,,2,you,these,,,,,
1151376,00:19:11.376,m,let's see,0,,,,,,0,,,,,,,
1151818,00:19:11.818,m,can you get them?,0,,,,,,1,you,them,,,,,
1153960,00:19:13.960,m,no?,0,,,,,,0,,,,,,,
1163038,00:19:23.38,m,should we,0,,,,,,1,we,,,,,,
1203192,00:20:03.192,m,that's the lamp,1,lamp,,,,,1,that,,,,,,
1213834,00:20:13.834,m,hey sweetheart,1,sweetheart,,,,,0,,,,,,,
1214412,00:20:14.412,m,do you wanna go downstairs?,0,,,,,,1,you,,,,,,
1230800,00:20:30.800,m,that's just for sleeping,0,,,,,,1,that,,,,,,
1233554,00:20:33.554,m,it's not your nap time yet,1,naptime,,,,,1,your,,,,,,
1234744,00:20:34.744,m,is it?,0,,,,,,1,it,,,,,,
1238144,00:20:38.144,m,hey,0,,,,,,0,,,,,,,
1238960,00:20:38.960,m,you know what?,0,,,,,,1,you,,,,,,
1239368,00:20:39.368,m,this is not,0,,,,,,1,this,,,,,,
1239912,00:20:39.912,m,hey,0,,,,,,0,,,,,,,
1240320,00:20:40.320,m,your lamp is not a toy,2,lamp,toy,,,,1,your,,,,,,
1243210,00:20:43.210,m,I know I know,0,,,,,,2,i,i,,,,,
1252220,00:20:52.220,m,I know,0,,,,,,1,i,,,,,,
1253070,00:20:53.70,m,I know you xxx you like that,0,,,,,,3,i,you,that,,,,
1258816,00:20:58.816,m,I know I know,0,,,,,,2,i,i,,,,,
1259870,00:20:59.870,m,hey,0,,,,,,0,,,,,,,
1260448,00:21:00.448,m,Kiran,1,kiran,,,,,0,,,,,,,
1260890,00:21:00.890,m,no hitting,0,,,,,,0,,,,,,,
1262454,00:21:02.454,m,hey,0,,,,,,0,,,,,,,
1265990,00:21:05.990,m,it's okay,0,,,,,,0,,,,,,,
1269220,00:21:09.220,m,it's okay,0,,,,,,0,,,,,,,
1270070,00:21:10.70,m,xxx,0,,,,,,0,,,,,,,
1271260,00:21:11.260,m,xxx we go downstairs,0,,,,,,1,we,,,,,,
1277108,00:21:17.108,m,why don't we go downstairs?,0,,,,,,1,we,,,,,,
1277992,00:21:17.992,m,okay?,0,,,,,,0,,,,,,,
1280712,00:21:20.712,m,hey,0,,,,,,0,,,,,,,
1281018,00:21:21.18,m,no hitting,0,,,,,,0,,,,,,,
1288430,00:21:28.430,m,it's okay,0,,,,,,0,,,,,,,
1297100,00:21:37.100,m,it's okay sweetheart,1,sweetheart,,,,,0,,,,,,,
1304240,00:21:44.240,m,hey would you like,0,,,,,,1,you,,,,,,
1305294,00:21:45.294,m,some milk?,1,milk,,,,,0,,,,,,,
1307368,00:21:47.368,m,alright,0,,,,,,0,,,,,,,
1309000,00:21:49.0,m,let's get some milk,1,milk,,,,,0,,,,,,,
1325524,00:22:05.524,m,where's your milk?,1,milk,,,,,1,your,,,,,,
1327904,00:22:07.904,m,there it is,0,,,,,,1,it,,,,,,
1332052,00:22:12.52,m,there you go sweetheart,1,sweetheart,,,,,1,you,,,,,,
1334432,00:22:14.432,m,yeah,0,,,,,,0,,,,,,,
1357858,00:22:37.858,m,hey,0,,,,,,0,,,,,,,
1358504,00:22:38.504,m,oh okay,0,,,,,,0,,,,,,,
1359184,00:22:39.184,m,Kiran,1,kiran,,,,,0,,,,,,,
1360102,00:22:40.102,m,hey I'll take care of it,0,,,,,,2,i,it,,,,,
1362006,00:22:42.6,m,are you okay bud?,1,bud,,,,,1,you,,,,,,
1375674,00:22:55.674,m,Kiran xxx if you want more,1,kiran,,,,,1,you,,,,,,
1415930,00:23:35.930,m,you havr a ball?,1,ball,,,,,1,you,,,,,,
1420044,00:23:40.44,m,that's xxx some good bounce,1,bounce,,,,,0,,,,,,,
1423308,00:23:43.308,m,yeah,0,,,,,,0,,,,,,,
1454486,00:24:14.486,m,that's,0,,,,,,0,,,,,,,
1454826,00:24:14.826,m,you have two balls?,1,balls,,,,,1,you,,,,,,
1456152,00:24:16.152,m,and they are both green?,0,,,,,,1,they,,,,,,
1458328,00:24:18.328,m,wow,0,,,,,,0,,,,,,,
1465298,00:24:25.298,m,wow,0,,,,,,0,,,,,,,
1538602,00:25:38.602,m,Kiran that's not xxx play with,1,kiran,,,,,0,,,,,,,
1545912,00:25:45.912,m,[laugh],0,,,,,,0,,,,,,,
1549448,00:25:49.448,m,Kiran,1,kiran,,,,,0,,,,,,,
1554072,00:25:54.72,m,[laugh],0,,,,,,0,,,,,,,
1554990,00:25:54.990,m,no,0,,,,,,0,,,,,,,
1555568,00:25:55.568,m,you think this is funny,0,,,,,,2,you,this,,,,,
1556860,00:25:56.860,m,but it's not a toy,1,toy,,,,,1,it,,,,,,
1575084,00:26:15.84,m,that's definitely not a toy,1,toy,,,,,1,that,,,,,,
1581986,00:26:21.986,m,[laugh],0,,,,,,0,,,,,,,
1584604,00:26:24.604,m,oh,0,,,,,,0,,,,,,,
1584944,00:26:24.944,m,here is some toys,1,toys,,,,,0,,,,,,,
1587120,00:26:27.120,m,yeah,0,,,,,,0,,,,,,,
1588684,00:26:28.684,m,oh,0,,,,,,0,,,,,,,
1589330,00:26:29.330,m,what about,0,,,,,,0,,,,,,,
1591914,00:26:31.914,m,your dog?,1,dog,,,,,1,your,,,,,,
1593104,00:26:33.104,m,and alligator?,1,alligator,,,,,0,,,,,,,
1599224,00:26:39.224,m,oh,0,,,,,,0,,,,,,,
1599802,00:26:39.802,m,you wanna play with your rings?,1,rings,,,,,1,you,your,,,,,
1603950,00:26:43.950,m,yeah,0,,,,,,0,,,,,,,
1621086,00:27:01.86,m,xxx,0,,,,,,0,,,,,,,
1621664,00:27:01.664,m,I'm gonna be in the kitchen,1,kitchen,,,,,1,i,,,,,,
1622650,00:27:02.650,m,but I'll come check on you,0,,,,,,2,i,you,,,,,
1623432,00:27:03.432,m,okay?,0,,,,,,0,,,,,,,
1774800,00:29:34.800,m,Kiran,1,kiran,,,,,0,,,,,,,
1792412,00:29:52.412,m,oh that makes quite a sound,1,sound,,,,,1,that,,,,,,
1793942,00:29:53.942,m,doesn't it?,0,,,,,,1,it,,,,,,
1861058,00:31:01.58,m,Kiran,1,kiran,,,,,0,,,,,,,
1864050,00:31:04.50,m,whoah,0,,,,,,0,,,,,,,
1866532,00:31:06.532,m,you did that,0,,,,,,2,you,that,,,,,
1867586,00:31:07.586,m,look,0,,,,,,0,,,,,,,
1868130,00:31:08.130,m,that was a big sound you made,1,sound,,,,,2,that,you,,,,,
1872040,00:31:12.40,m,hey,0,,,,,,0,,,,,,,
1879146,00:31:19.146,m,[laugh],0,,,,,,0,,,,,,,
2008482,00:33:28.482,m,a screw drive,1,screwdrive,,,,,0,,,,,,,
2010522,00:33:30.522,m,do you wanna play with youtr tools?,1,tools,,,,,2,you,your,,,,,
2019022,00:33:39.22,m,where does it go?,0,,,,,,1,it,,,,,,
2024564,00:33:44.564,m,right there,0,,,,,,0,,,,,,,
2026060,00:33:46.60,m,that's right,0,,,,,,0,,,,,,,
2030684,00:33:50.684,m,mmhm,0,,,,,,0,,,,,,,
2033404,00:33:53.404,m,do you wanna pull this out?,0,,,,,,2,you,this,,,,,
2035172,00:33:55.172,m,where do you wana play with it?,0,,,,,,2,you,it,,,,,
2041428,00:34:01.428,m,hey bud,1,bud,,,,,0,,,,,,,
2043876,00:34:03.876,m,those,0,,,,,,1,those,,,,,,
2044556,00:34:04.556,m,are not toys,1,toys,,,,,0,,,,,,,
2057102,00:34:17.102,m,you want some milk?,1,milk,,,,,1,you,,,,,,
2058462,00:34:18.462,m,okay,0,,,,,,0,,,,,,,
2064038,00:34:24.38,m,there you go,0,,,,,,1,you,,,,,,
2150432,00:35:50.432,m,thank you,0,,,,,,1,you,,,,,,
2168724,00:36:08.724,m,yeah?,0,,,,,,0,,,,,,,
2183344,00:36:23.344,m,hey we gotta actually eat it,0,,,,,,2,we,it,,,,,
2184636,00:36:24.636,m,alright,0,,,,,,0,,,,,,,
2187628,00:36:27.628,m,good job,0,,,,,,0,,,,,,,
2189090,00:36:29.90,m,hey,0,,,,,,0,,,,,,,
2189430,00:36:29.430,m,let me wipe off your hands,1,hands,,,,,2,me,your,,,,,
2244680,00:37:24.680,m,oh you wanna play soccer?,1,soccer,,,,,1,you,,,,,,
2255288,00:37:35.288,m,you wanna go outside?,0,,,,,,1,you,,,,,,
2257056,00:37:37.56,m,okay,0,,,,,,0,,,,,,,
2262088,00:37:42.88,m,um,0,,,,,,0,,,,,,,
2262666,00:37:42.666,m,your,0,,,,,,0,,,,,,,
2263584,00:37:43.584,m,hey you wanna put these shoes on?,1,shoes,,,,,2,you,these,,,,,
2265386,00:37:45.386,m,okay,0,,,,,,0,,,,,,,
2271914,00:37:51.914,m,well your outdoor soccer ball is outside,1,soccerball,,,,,1,your,,,,,,
2275076,00:37:55.76,m,gonna play with that one?,1,one,,,,,1,that,,,,,,
2278408,00:37:58.408,m,yeah,0,,,,,,0,,,,,,,
2279938,00:37:59.938,m,[laugh],0,,,,,,0,,,,,,,
2280754,00:38:00.754,m,hey buddy,1,buddy,,,,,0,,,,,,,
2281502,00:38:01.502,m,you gotta get shoes on,1,shoes,,,,,1,you,,,,,,
2285514,00:38:05.514,m,that's right,0,,,,,,0,,,,,,,
2286228,00:38:06.228,m,there's your soccer ball,1,soccerball,,,,,1,your,,,,,,
2288200,00:38:08.200,m,do you wanna go outside?,0,,,,,,1,you,,,,,,
2290240,00:38:10.240,m,you wanna play outside?,0,,,,,,1,you,,,,,,
2292042,00:38:12.42,m,okay,0,,,,,,0,,,,,,,
2292586,00:38:12.586,m,gotta get shoes on first,1,shoes,,,,,0,,,,,,,
2295136,00:38:15.136,m,and we gotta wear a hat too,1,hat,,,,,1,we,,,,,,
2298706,00:38:18.706,m,yeah,0,,,,,,0,,,,,,,
2299420,00:38:19.420,m,we're gonna wear a hat,1,hat,,,,,1,we,,,,,,
2300984,00:38:20.984,m,okay?,0,,,,,,0,,,,,,,
2311592,00:38:31.592,m,[laugh],0,,,,,,0,,,,,,,
2312306,00:38:32.306,m,xxx silly,0,,,,,,0,,,,,,,
2317406,00:38:37.406,m,hey,0,,,,,,0,,,,,,,
2317882,00:38:37.882,m,we're gonna,0,,,,,,1,we,,,,,,
2318528,00:38:38.528,m,we're gonna go to the backyard,1,backyard,,,,,1,we,,,,,,
2319412,00:38:39.412,m,before we go outside okay?,0,,,,,,1,we,,,,,,
2320704,00:38:40.704,m,so we're gonna close this door actually,1,door,,,,,2,we,this,,,,,
2334100,00:38:54.100,m,[laugh],0,,,,,,0,,,,,,,
2338554,00:38:58.554,m,you're,0,,,,,,1,you,,,,,,
2338996,00:38:58.996,m,you wanna put shoes on bud?,2,shoes,bud,,,,1,you,,,,,,
2346986,00:39:06.986,m,[laugh],0,,,,,,0,,,,,,,
2348040,00:39:08.40,m,you are really riled up,0,,,,,,1,you,,,,,,
2349366,00:39:09.366,m,aren't you?,0,,,,,,1,you,,,,,,
2351474,00:39:11.474,m,[laugh],0,,,,,,0,,,,,,,
2352766,00:39:12.766,m,hey,0,,,,,,0,,,,,,,
2353276,00:39:13.276,m,those aren't,0,,,,,,0,,,,,,,
2353888,00:39:13.888,m,no no no,0,,,,,,0,,,,,,,
2354670,00:39:14.670,m,those are Mommy's,1,mommy,,,,,0,,,,,,,
2355758,00:39:15.758,m,hey you wanna put your hat on?,1,hat,,,,,2,you,your,,,,,
2359056,00:39:19.56,m,hey,0,,,,,,0,,,,,,,
2359702,00:39:19.702,m,that's not a toy,1,toy,,,,,1,that,,,,,,
2361266,00:39:21.266,m,that's not a toy,1,toy,,,,,1,that,,,,,,
2362592,00:39:22.592,m,come on,0,,,,,,0,,,,,,,
2364190,00:39:24.190,m,Kiran,1,kiran,,,,,0,,,,,,,
2367080,00:39:27.80,m,where are you going?,0,,,,,,1,you,,,,,,
2368168,00:39:28.168,m,silly,0,,,,,,0,,,,,,,
2377178,00:39:37.178,m,[laugh],0,,,,,,0,,,,,,,
2379252,00:39:39.252,m,you are very silly today,0,,,,,,1,you,,,,,,
2380884,00:39:40.884,m,aren't you?,0,,,,,,1,you,,,,,,
2387038,00:39:47.38,m,aw,0,,,,,,0,,,,,,,
2403834,00:40:03.834,m,aw,0,,,,,,0,,,,,,,
2404854,00:40:04.854,m,ah,0,,,,,,0,,,,,,,
2410090,00:40:10.90,m,xxx,0,,,,,,0,,,,,,,
2411722,00:40:11.722,m,how does that work silly?,0,,,,,,0,,,,,,,
2419134,00:40:19.134,m,ah,0,,,,,,0,,,,,,,
2420426,00:40:20.426,m,[laugh],0,,,,,,0,,,,,,,
2430728,00:40:30.728,m,do you wanna go outside bud?,1,bud,,,,,1,you,,,,,,
2435760,00:40:35.760,m,yeah?,0,,,,,,0,,,,,,,
2435930,00:40:35.930,m,you do?,0,,,,,,1,you,,,,,,
2437086,00:40:37.86,m,okay,0,,,,,,0,,,,,,,
2437392,00:40:37.392,m,you gotta get shoes on,1,shoes,,,,,1,you,,,,,,
2438446,00:40:38.446,m,and we gotta get a hat on,1,hat,,,,,1,we,,,,,,
2439840,00:40:39.840,m,okay?,0,,,,,,0,,,,,,,
2440860,00:40:40.860,m,you ready to do that?,0,,,,,,2,you,that,,,,,
2446708,00:40:46.708,m,you see a rainbow?,1,rainbow,,,,,1,you,,,,,,
2448442,00:40:48.442,m,yeah,0,,,,,,0,,,,,,,
2455582,00:40:55.582,m,does that have all the colors?,1,colors,,,,,1,that,,,,,,
2458404,00:40:58.404,m,do you know any of your colors?,1,colors,,,,,2,you,your,,,,,
2462620,00:41:02.620,m,that's right,0,,,,,,0,,,,,,,
2463232,00:41:03.232,m,blue,0,,,,,,0,,,,,,,
2464218,00:41:04.218,m,good job,0,,,,,,0,,,,,,,
2473704,00:41:13.704,m,that's blue,0,,,,,,1,that,,,,,,
2474894,00:41:14.894,m,that's right,0,,,,,,0,,,,,,,
2479688,00:41:19.688,m,is it on your arm?,1,arm,,,,,2,it,your,,,,,
2482000,00:41:22.0,m,whoah,0,,,,,,0,,,,,,,
2494682,00:41:34.682,m,wow,0,,,,,,0,,,,,,,
2501312,00:41:41.312,m,it's on your arm,1,arm,,,,,2,it,your,,,,,
2528852,00:42:08.852,m,oh,0,,,,,,0,,,,,,,
2529158,00:42:09.158,m,d/id,0,,,,,,0,,,,,,,
2529600,00:42:09.600,m,did the rings go there?,1,rings,,,,,0,,,,,,,
2531708,00:42:11.708,m,can we put,0,,,,,,1,we,,,,,,
2532796,00:42:12.796,m,the rings on?,1,rings,,,,,0,,,,,,,
2535210,00:42:15.210,m,here's your red ring,1,ring,,,,,1,your,,,,,,
2540004,00:42:20.4,m,do you know where the other rings are?,1,rings,,,,,1,you,,,,,,
2542146,00:42:22.146,m,should we go find them?,0,,,,,,2,we,them,,,,,
2545274,00:42:25.274,m,yeah,0,,,,,,0,,,,,,,
2555814,00:42:35.814,m,what color is that?,1,color,,,,,1,that,,,,,,
2557956,00:42:37.956,m,yeah,0,,,,,,0,,,,,,,
2561526,00:42:41.526,m,[laugh],0,,,,,,0,,,,,,,
2577710,00:42:57.710,m,[gasp],0,,,,,,0,,,,,,,
2578186,00:42:58.186,m,you found yellow,1,yellow,,,,,1,you,,,,,,
2592942,00:43:12.942,m,and what about,0,,,,,,0,,,,,,,
2594132,00:43:14.132,m,green and orange?,2,green,orange,,,,0,,,,,,,
2595458,00:43:15.458,m,I think they might be in the kitchen,1,kitchen,,,,,2,i,they,,,,,
2597226,00:43:17.226,m,should we go try to find them?,0,,,,,,2,we,them,,,,,
2603652,00:43:23.652,m,I see them,0,,,,,,2,i,them,,,,,
2649348,00:44:09.348,m,Kiran,1,kiran,,,,,0,,,,,,,
2650334,00:44:10.334,m,don't throw that,0,,,,,,1,that,,,,,,
