Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
472090,00:07:52.90,m,wow,0,,,,,,0,,,,,,,
490042,00:08:10.42,m,oh thank you,0,,,,,,1,you,,,,,,
491028,00:08:11.28,m,blue?,1,blue,,,,,0,,,,,,,
498576,00:08:18.576,m,are you done?,0,,,,,,1,you,,,,,,
520132,00:08:40.132,m,we need to sharpen those,0,,,,,,2,we,those,,,,,
557056,00:09:17.56,m,xxx,0,,,,,,0,,,,,,,
557838,00:09:17.838,m,come on,0,,,,,,0,,,,,,,
558110,00:09:18.110,m,find the starberry here,1,starberry,,,,,0,,,,,,,
562802,00:09:22.802,m,we need to sharpen this one,1,one,,,,,2,we,this,,,,,
564026,00:09:24.26,m,let me see,0,,,,,,1,me,,,,,,
564536,00:09:24.536,m,where that,0,,,,,,1,that,,,,,,
565012,00:09:25.12,m,sharpener is,0,,,,,,0,,,,,,,
571098,00:09:31.98,m,what color is that?,1,color,,,,,1,that,,,,,,
573376,00:09:33.376,m,honey red,2,honey,red,,,,0,,,,,,,
575654,00:09:35.654,m,red,1,red,,,,,0,,,,,,,
582658,00:09:42.658,m,xxx messy here,0,,,,,,0,,,,,,,
586228,00:09:46.228,m,oh,0,,,,,,0,,,,,,,
587962,00:09:47.962,m,okay xxx,0,,,,,,0,,,,,,,
597720,00:09:57.720,m,can I see that?,0,,,,,,2,i,that,,,,,
598808,00:09:58.808,m,thank you,0,,,,,,1,you,,,,,,
609994,00:10:09.994,m,there,0,,,,,,0,,,,,,,
610572,00:10:10.572,m,should be a little better,0,,,,,,0,,,,,,,
612340,00:10:12.340,m,xxx,0,,,,,,0,,,,,,,
623832,00:10:23.832,m,oh,0,,,,,,0,,,,,,,
626620,00:10:26.620,m,thank you,0,,,,,,1,you,,,,,,
637296,00:10:37.296,m,yeah,0,,,,,,0,,,,,,,
637976,00:10:37.976,m,xxx,0,,,,,,0,,,,,,,
642226,00:10:42.226,m,all of them?,0,,,,,,1,them,,,,,,
644300,00:10:44.300,m,thank you,0,,,,,,1,you,,,,,,
645014,00:10:45.14,m,thank you,0,,,,,,1,you,,,,,,
646510,00:10:46.510,m,let's do this one,1,one,,,,,1,this,,,,,,
648822,00:10:48.822,m,whooh green,1,green,,,,,0,,,,,,,
652222,00:10:52.222,m,purple,1,purple,,,,,0,,,,,,,
655622,00:10:55.622,m,are these we sharpened?,0,,,,,,2,these,we,,,,,
658206,00:10:58.206,m,you wanna try?,0,,,,,,1,you,,,,,,
661096,00:11:01.96,m,you put it right in this hole,1,hole,,,,,3,you,it,this,,,,
664666,00:11:04.666,m,yeah,0,,,,,,0,,,,,,,
666094,00:11:06.94,m,now turn,0,,,,,,0,,,,,,,
669358,00:11:09.358,m,you can make a turn,0,,,,,,1,you,,,,,,
670548,00:11:10.548,m,turn turn turn,0,,,,,,0,,,,,,,
671432,00:11:11.432,m,that's xxx enough?,0,,,,,,1,that,,,,,,
672452,00:11:12.452,m,check,0,,,,,,0,,,,,,,
674390,00:11:14.390,m,no,0,,,,,,0,,,,,,,
674832,00:11:14.832,m,still a little round,0,,,,,,0,,,,,,,
675784,00:11:15.784,m,turn,0,,,,,,0,,,,,,,
681904,00:11:21.904,m,there we go,0,,,,,,1,we,,,,,,
695742,00:11:35.742,m,you can turn,0,,,,,,1,you,,,,,,
697034,00:11:37.34,m,turn turn,0,,,,,,0,,,,,,,
698394,00:11:38.394,m,xxx,0,,,,,,0,,,,,,,
699380,00:11:39.380,m,oh,0,,,,,,0,,,,,,,
699652,00:11:39.652,m,okay,0,,,,,,0,,,,,,,
699890,00:11:39.890,m,all xxx,0,,,,,,0,,,,,,,
701590,00:11:41.590,m,do this one,1,one,,,,,1,this,,,,,,
702576,00:11:42.576,m,so these are all done,0,,,,,,1,these,,,,,,
709784,00:11:49.784,m,there you go,0,,,,,,1,you,,,,,,
710022,00:11:50.22,m,okay,0,,,,,,0,,,,,,,
710770,00:11:50.770,m,put it in this,0,,,,,,2,it,this,,,,,
711416,00:11:51.416,m,actually this hole,1,hole,,,,,1,this,,,,,,
717434,00:11:57.434,m,turn,0,,,,,,0,,,,,,,
718318,00:11:58.318,m,you turn it all the way,0,,,,,,2,you,it,,,,,
728042,00:12:08.42,m,okay,0,,,,,,0,,,,,,,
728484,00:12:08.484,m,this one,1,one,,,,,1,this,,,,,,
729776,00:12:09.776,m,this is the last one,1,one,,,,,1,this,,,,,,
732190,00:12:12.190,m,then we are all done,0,,,,,,1,we,,,,,,
737324,00:12:17.324,m,let me see,0,,,,,,1,me,,,,,,
738208,00:12:18.208,m,okay,0,,,,,,0,,,,,,,
738582,00:12:18.582,m,good job,0,,,,,,0,,,,,,,
739330,00:12:19.330,m,thank you,0,,,,,,1,you,,,,,,
742322,00:12:22.322,m,hmm that's it,0,,,,,,2,that,it,,,,,
743240,00:12:23.240,m,all the color pencils are sharpened,1,colorpencils,,,,,0,,,,,,,
747320,00:12:27.320,m,now you can actually color,0,,,,,,1,you,,,,,,
748476,00:12:28.476,m,see?,0,,,,,,0,,,,,,,
750006,00:12:30.6,m,colors will show up,1,colors,,,,,0,,,,,,,
753440,00:12:33.440,m,there's green,1,green,,,,,0,,,,,,,
757588,00:12:37.588,m,purple,1,purple,,,,,0,,,,,,,
775438,00:12:55.438,m,xxx,0,,,,,,0,,,,,,,
806344,00:13:26.344,m,oh,0,,,,,,0,,,,,,,
808656,00:13:28.656,m,please sit please sit on the chair,1,chair,,,,,0,,,,,,,
813926,00:13:33.926,m,sit on the chair,1,chair,,,,,0,,,,,,,
815966,00:13:35.966,m,oops,0,,,,,,0,,,,,,,
817666,00:13:37.666,m,too far,0,,,,,,0,,,,,,,
823684,00:13:43.684,m,Jade your head,2,jade,head,,,,1,your,,,,,,
825690,00:13:45.690,m,aw,0,,,,,,0,,,,,,,
827526,00:13:47.526,m,yeah,0,,,,,,0,,,,,,,
828648,00:13:48.648,m,you okay?,0,,,,,,1,you,,,,,,
830552,00:13:50.552,m,yeah,0,,,,,,0,,,,,,,
832660,00:13:52.660,m,oh you can color,0,,,,,,1,you,,,,,,
953360,00:15:53.360,m,what?,0,,,,,,0,,,,,,,
955060,00:15:55.60,m,xxx,0,,,,,,0,,,,,,,
955502,00:15:55.502,m,you wanna climb up?,0,,,,,,1,you,,,,,,
956692,00:15:56.692,m,you can't climb,0,,,,,,1,you,,,,,,
959174,00:15:59.174,m,just sit in the chair,1,chair,,,,,0,,,,,,,
961418,00:16:01.418,m,you want to see what's up there?,0,,,,,,1,you,,,,,,
964648,00:16:04.648,m,I don't think xxx up there,0,,,,,,1,i,,,,,,
971516,00:16:11.516,m,okay,0,,,,,,0,,,,,,,
973352,00:16:13.352,m,no,0,,,,,,0,,,,,,,
973522,00:16:13.522,m,no no no no no no,0,,,,,,0,,,,,,,
994160,00:16:34.160,m,want more strawberry?,1,strawberry,,,,,0,,,,,,,
995554,00:16:35.554,m,more?,0,,,,,,0,,,,,,,
996914,00:16:36.914,m,no?,0,,,,,,0,,,,,,,
998750,00:16:38.750,m,okay,0,,,,,,0,,,,,,,
999192,00:16:39.192,m,color in just,0,,,,,,0,,,,,,,
1000280,00:16:40.280,m,there you are,0,,,,,,1,you,,,,,,
1002320,00:16:42.320,m,I'm coloring,0,,,,,,1,i,,,,,,
1004258,00:16:44.258,m,can I draw,0,,,,,,1,i,,,,,,
1007012,00:16:47.12,m,let's,0,,,,,,0,,,,,,,
1040638,00:17:20.638,m,xxx,0,,,,,,0,,,,,,,
1044344,00:17:24.344,m,you got it,0,,,,,,2,you,it,,,,,
1045024,00:17:25.24,m,yes,0,,,,,,0,,,,,,,
1047914,00:17:27.914,m,you want,0,,,,,,1,you,,,,,,
1048696,00:17:28.696,m,get it,0,,,,,,1,it,,,,,,
1070966,00:17:50.966,m,oh,0,,,,,,0,,,,,,,
1073482,00:17:53.482,m,want more?,0,,,,,,0,,,,,,,
1074944,00:17:54.944,m,maybe a little bit?,1,bit,,,,,0,,,,,,,
1077698,00:17:57.698,m,good,0,,,,,,0,,,,,,,
1078990,00:17:58.990,m,okay,0,,,,,,0,,,,,,,
1087286,00:18:07.286,m,want more?,0,,,,,,0,,,,,,,
1088238,00:18:08.238,m,do you want something else?,0,,,,,,1,you,,,,,,
1090414,00:18:10.414,m,more strawberries?,1,strawberries,,,,,0,,,,,,,
1091672,00:18:11.672,m,okay,0,,,,,,0,,,,,,,
1099934,00:18:19.934,m,what?,0,,,,,,0,,,,,,,
1104490,00:18:24.490,m,mm,0,,,,,,0,,,,,,,
1106020,00:18:26.20,m,no?,0,,,,,,0,,,,,,,
1108502,00:18:28.502,m,not sure what you are asking,0,,,,,,1,you,,,,,,
1115166,00:18:35.166,m,oof,0,,,,,,0,,,,,,,
1124346,00:18:44.346,m,um,0,,,,,,0,,,,,,,
1125672,00:18:45.672,m,off?,0,,,,,,0,,,,,,,
1128800,00:18:48.800,m,you want to open the fridge?,1,fridge,,,,,1,you,,,,,,
1130942,00:18:50.942,m,okay,0,,,,,,0,,,,,,,
1132030,00:18:52.30,m,or are you saying something else?,0,,,,,,1,you,,,,,,
1137266,00:18:57.266,m,you see what you want?,0,,,,,,2,you,you,,,,,
1140122,00:19:00.122,m,cream?,1,cream,,,,,0,,,,,,,
1141380,00:19:01.380,m,with more strawberries?,1,strawberries,,,,,0,,,,,,,
1147466,00:19:07.466,m,you want to our it in your mouth?,1,mouth,,,,,3,you,it,your,,,,
1148826,00:19:08.826,m,yeah,0,,,,,,0,,,,,,,
1150050,00:19:10.50,m,or we're gonna put it on the strawberries first,1,strawberry,,,,,2,we,it,,,,,
1151410,00:19:11.410,m,okay?,0,,,,,,0,,,,,,,
1155524,00:19:15.524,m,yeah,0,,,,,,0,,,,,,,
1158380,00:19:18.380,m,yes I'll get it,0,,,,,,2,i,it,,,,,
1162188,00:19:22.188,m,I'll get it,0,,,,,,2,i,it,,,,,
1174088,00:19:34.88,m,duck,1,duck,,,,,0,,,,,,,
1181636,00:19:41.636,m,quack quack quack,0,,,,,,0,,,,,,,
1183200,00:19:43.200,m,quack quack quack,0,,,,,,0,,,,,,,
1189728,00:19:49.728,m,quack,0,,,,,,0,,,,,,,
1190442,00:19:50.442,m,quack,0,,,,,,0,,,,,,,
1213256,00:20:13.256,m,quack,0,,,,,,0,,,,,,,
1221008,00:20:21.8,m,cream?,1,cream,,,,,0,,,,,,,
1222538,00:20:22.538,m,yeah,0,,,,,,0,,,,,,,
1222742,00:20:22.742,m,we can get it,0,,,,,,2,we,it,,,,,
1227264,00:20:27.264,m,look,0,,,,,,0,,,,,,,
1243516,00:20:43.516,m,it's here,0,,,,,,1,it,,,,,,
1244060,00:20:44.60,m,yes,0,,,,,,0,,,,,,,
1244332,00:20:44.332,m,thank you,0,,,,,,1,you,,,,,,
1245624,00:20:45.624,m,just a little bit,1,bit,,,,,0,,,,,,,
1250894,00:20:50.894,m,no,0,,,,,,0,,,,,,,
1252118,00:20:52.118,m,xxx we are gonna,0,,,,,,1,we,,,,,,
1252968,00:20:52.968,m,eat it this way,1,way,,,,,2,it,this,,,,,
1259972,00:20:59.972,m,red color?,1,redcolor,,,,,0,,,,,,,
1273402,00:21:13.402,m,little xxx for us to eat,0,,,,,,1,us,,,,,,
1331848,00:22:11.848,m,xxx Mama's granola bar,1,mamasgranolabar,,,,,0,,,,,,,
1334568,00:22:14.568,m,no?,0,,,,,,0,,,,,,,
1340688,00:22:20.688,m,you have strawberries,1,strawberries,,,,,1,you,,,,,,
1347930,00:22:27.930,m,oops,0,,,,,,0,,,,,,,
1354662,00:22:34.662,m,xxx,0,,,,,,0,,,,,,,
1355308,00:22:35.308,m,you wanna xxx this whole granola bar?,1,granolabar,,,,,2,you,this,,,,,
1357620,00:22:37.620,m,you sure want this one?,1,one,,,,,2,you,this,,,,,
1378496,00:22:58.496,m,do you want more strawberry?,1,strawberry,,,,,1,you,,,,,,
1381080,00:23:01.80,m,no,0,,,,,,0,,,,,,,
1381454,00:23:01.454,m,just this?,0,,,,,,1,this,,,,,,
1390906,00:23:10.906,m,[laugh],0,,,,,,0,,,,,,,
1392674,00:23:12.674,m,we have to share,0,,,,,,1,we,,,,,,
1407090,00:23:27.90,m,can Mama have more?,1,mama,,,,,0,,,,,,,
1424906,00:23:44.906,m,can Mama have another bite?,2,mama,bite,,,,0,,,,,,,
1430448,00:23:50.448,m,xxx,0,,,,,,0,,,,,,,
1430890,00:23:50.890,m,just this one bite,1,bite,,,,,1,this,,,,,,
1431706,00:23:51.706,m,xxx,0,,,,,,0,,,,,,,
1432998,00:23:52.998,m,xxx,0,,,,,,0,,,,,,,
1440852,00:24:00.852,m,no?,0,,,,,,0,,,,,,,
1442756,00:24:02.756,m,Mama can't have any?,1,mama,,,,,0,,,,,,,
1445204,00:24:05.204,m,just a little bit?,1,bit,,,,,0,,,,,,,
1462884,00:24:22.884,m,yes,0,,,,,,0,,,,,,,
1465128,00:24:25.128,m,can Mama have some?,1,mama,,,,,0,,,,,,,
1467168,00:24:27.168,m,have a bite?,1,bite,,,,,0,,,,,,,
1470636,00:24:30.636,m,okay you put it in my mouth,1,mouth,,,,,2,it,my,,,,,
1471282,00:24:31.282,m,you put it in my mouth,1,mouth,,,,,2,it,my,,,,,
1475498,00:24:35.498,m,just this one,1,one,,,,,1,this,,,,,,
1475974,00:24:35.974,m,here,0,,,,,,0,,,,,,,
1476382,00:24:36.382,m,I'm just gonna take this one bite,1,bite,,,,,2,i,this,,,,,
1480598,00:24:40.598,m,there you go,0,,,,,,1,you,,,,,,
1484746,00:24:44.746,m,mm mm it's all done,0,,,,,,1,it,,,,,,
1486990,00:24:46.990,m,there's not anymore,0,,,,,,0,,,,,,,
1489404,00:24:49.404,m,we don't have it anymore,0,,,,,,2,we,it,,,,,
1490220,00:24:50.220,m,that's the last one,1,one,,,,,1,that,,,,,,
1511776,00:25:11.776,m,xxx,0,,,,,,0,,,,,,,
1513034,00:25:13.34,m,xxx,0,,,,,,0,,,,,,,
1513544,00:25:13.544,m,trash,1,trash,,,,,0,,,,,,,
1519732,00:25:19.732,m,off?,0,,,,,,0,,,,,,,
1520106,00:25:20.106,m,gets off?,0,,,,,,0,,,,,,,
1562062,00:26:02.62,m,whoah whoah whoah,0,,,,,,0,,,,,,,
1563864,00:26:03.864,m,[laugh],0,,,,,,0,,,,,,,
1566380,00:26:06.380,m,do you need help?,1,help,,,,,1,you,,,,,,
1571650,00:26:11.650,m,good job,0,,,,,,0,,,,,,,
1585284,00:26:25.284,m,pockets,1,pockets,,,,,0,,,,,,,
1601536,00:26:41.536,m,more what?,0,,,,,,0,,,,,,,
1602862,00:26:42.862,m,the granola bar?,1,granolabar,,,,,0,,,,,,,
1603882,00:26:43.882,m,ah,0,,,,,,0,,,,,,,
1604358,00:26:44.358,m,we don't have anymore,0,,,,,,1,we,,,,,,
1605072,00:26:45.72,m,but at least not different kinds,1,kinds,,,,,0,,,,,,,
1611634,00:26:51.634,m,okay,0,,,,,,0,,,,,,,
1614592,00:26:54.592,m,yeah,0,,,,,,0,,,,,,,
1618026,00:26:58.26,m,pockets,1,pockets,,,,,0,,,,,,,
1623296,00:27:03.296,m,you're gonna put anything in your pockets?,1,pockets,,,,,2,you,your,,,,,
1630674,00:27:10.674,m,where are we going?,0,,,,,,1,we,,,,,,
1640466,00:27:20.466,m,outside no,1,outside,,,,,0,,,,,,,
1641452,00:27:21.452,m,raining,0,,,,,,0,,,,,,,
1642846,00:27:22.846,m,I think,0,,,,,,1,i,,,,,,
1643900,00:27:23.900,m,you wanna see if it's raining?,0,,,,,,2,you,it,,,,,
1654304,00:27:34.304,m,is it raining?,0,,,,,,1,it,,,,,,
1657058,00:27:37.58,m,no,0,,,,,,0,,,,,,,
1657364,00:27:37.364,m,I guess not,0,,,,,,1,i,,,,,,
1662396,00:27:42.396,m,did you see duckie?,1,duckie,,,,,1,you,,,,,,
1672154,00:27:52.154,m,see bird?,1,bird,,,,,0,,,,,,,
1672698,00:27:52.698,m,I see birds,1,birds,,,,,1,i,,,,,,
1675248,00:27:55.248,m,over there,0,,,,,,0,,,,,,,
1678002,00:27:58.2,m,do you see them?,0,,,,,,2,you,them,,,,,
1681300,00:28:01.300,m,red?,0,,,,,,0,,,,,,,
1684292,00:28:04.292,m,see red car?,1,car,,,,,0,,,,,,,
1687080,00:28:07.80,m,yeah,0,,,,,,0,,,,,,,
1711696,00:28:31.696,m,huh you can't,0,,,,,,1,you,,,,,,
1712206,00:28:32.206,m,you can,0,,,,,,1,you,,,,,,
1712682,00:28:32.682,m,you,0,,,,,,1,you,,,,,,
1712954,00:28:32.954,m,Mommy I'm not gonna,1,mommy,,,,,1,i,,,,,,
1714620,00:28:34.620,m,push you around in it,0,,,,,,2,you,it,,,,,
1716082,00:28:36.82,m,you can sit in it,0,,,,,,2,you,it,,,,,
1720434,00:28:40.434,m,no,0,,,,,,0,,,,,,,
1723018,00:28:43.18,m,you can,0,,,,,,1,you,,,,,,
1724276,00:28:44.276,m,where's the baby?,1,baby,,,,,0,,,,,,,
1725262,00:28:45.262,m,can you push the baby in the stroller?,2,baby,stroller,,,,1,you,,,,,,
1727438,00:28:47.438,m,yeah where's the baby?,1,baby,,,,,0,,,,,,,
1733660,00:28:53.660,m,where is she?,0,,,,,,1,she,,,,,,
1734204,00:28:54.204,m,you wanna go get it?,0,,,,,,2,you,it,,,,,
1737128,00:28:57.128,m,baby,1,baby,,,,,0,,,,,,,
1739168,00:28:59.168,m,is the baby in there?,1,baby,,,,,0,,,,,,,
1741446,00:29:01.446,m,I don't know,0,,,,,,1,i,,,,,,
1749572,00:29:09.572,m,where's the baby?,1,baby,,,,,0,,,,,,,
1752088,00:29:12.88,m,she's in the bag?,1,bag,,,,,1,she,,,,,,
1753380,00:29:13.380,m,okay,0,,,,,,0,,,,,,,
1760554,00:29:20.554,m,I don't know where the baby is,1,baby,,,,,1,i,,,,,,
1765212,00:29:25.212,m,[gasp],0,,,,,,0,,,,,,,
1765858,00:29:25.858,m,is she here?,0,,,,,,1,she,,,,,,
1772250,00:29:32.250,m,hey baby,1,baby,,,,,0,,,,,,,
1779186,00:29:39.186,m,you put her in the stroller,1,stroller,,,,,2,you,her,,,,,
1780172,00:29:40.172,m,push the baby in the stroller,2,baby,stroller,,,,0,,,,,,,
1797308,00:29:57.308,m,where are you guys gonna go?,0,,,,,,1,you,,,,,,
1799518,00:29:59.518,m,hey baby,1,baby,,,,,0,,,,,,,
1803292,00:30:03.292,m,where are you gonna go?,0,,,,,,1,you,,,,,,
1807780,00:30:07.780,m,you need the,0,,,,,,1,you,,,,,,
1808222,00:30:08.222,m,slippers?,1,slippers,,,,,0,,,,,,,
1809718,00:30:09.718,m,where did you,0,,,,,,1,you,,,,,,
1810126,00:30:10.126,m,put them?,0,,,,,,1,them,,,,,,
1814036,00:30:14.36,m,mm,0,,,,,,0,,,,,,,
1816824,00:30:16.824,m,oh,0,,,,,,0,,,,,,,
1818728,00:30:18.728,m,they are here,0,,,,,,1,they,,,,,,
1827976,00:30:27.976,m,your slippers?,1,slippers,,,,,1,your,,,,,,
1830458,00:30:30.458,m,okay,0,,,,,,0,,,,,,,
1849804,00:30:49.804,m,oops,0,,,,,,0,,,,,,,
1851776,00:30:51.776,m,there it goes,0,,,,,,0,,,,,,,
1854734,00:30:54.734,m,oh,0,,,,,,0,,,,,,,
1869116,00:31:09.116,m,hi baby,1,baby,,,,,0,,,,,,,
1872720,00:31:12.720,m,oh?,0,,,,,,0,,,,,,,
1902980,00:31:42.980,m,hello hello,0,,,,,,0,,,,,,,
1904034,00:31:44.34,m,you are back,0,,,,,,1,you,,,,,,
1907128,00:31:47.128,m,oh,0,,,,,,0,,,,,,,
1908930,00:31:48.930,m,saha,0,,,,,,0,,,,,,,
1969688,00:32:49.688,m,what is it?,0,,,,,,1,it,,,,,,
1977372,00:32:57.372,m,we can go open up and see it,0,,,,,,2,we,it,,,,,
2010386,00:33:30.386,m,yeah she will just have to stand,0,,,,,,1,she,,,,,,
2012290,00:33:32.290,m,cus she doesn't want to sit,0,,,,,,1,she,,,,,,
2013820,00:33:33.820,m,is that okay?,0,,,,,,0,,,,,,,
2016234,00:33:36.234,m,you want her to sit,0,,,,,,2,you,her,,,,,
2017798,00:33:37.798,m,she doesn't really,0,,,,,,1,she,,,,,,
2018886,00:33:38.886,m,doesn't really bend,0,,,,,,0,,,,,,,
2022116,00:33:42.116,m,this is as good as it's gonna get,0,,,,,,0,,,,,,,
2024428,00:33:44.428,m,or she can stand,0,,,,,,1,she,,,,,,
2027012,00:33:47.12,m,you want to get the paper?,1,paper,,,,,1,you,,,,,,
2040034,00:34:00.34,m,alright Mommy,1,mommy,,,,,0,,,,,,,
2092666,00:34:52.666,m,you want to get out first?,0,,,,,,1,you,,,,,,
2093924,00:34:53.924,m,or you wanna sit over there?,0,,,,,,1,you,,,,,,
2096508,00:34:56.508,m,yeah,0,,,,,,0,,,,,,,
2096814,00:34:56.814,m,xxx space,1,space,,,,,0,,,,,,,
2098412,00:34:58.412,m,okay,0,,,,,,0,,,,,,,
2101982,00:35:01.982,m,there,0,,,,,,0,,,,,,,
2103648,00:35:03.648,m,xxx you go,0,,,,,,1,you,,,,,,
2216664,00:36:56.664,m,it's okay,0,,,,,,0,,,,,,,
2217514,00:36:57.514,m,here,0,,,,,,0,,,,,,,
2217990,00:36:57.990,m,on,0,,,,,,0,,,,,,,
2219316,00:36:59.316,m,who did you call?,0,,,,,,1,you,,,,,,
2223974,00:37:03.974,m,okay,0,,,,,,0,,,,,,,
2224178,00:37:04.178,m,here you go,0,,,,,,1,you,,,,,,
2267120,00:37:47.120,m,ah,0,,,,,,0,,,,,,,
2270214,00:37:50.214,m,mm,0,,,,,,0,,,,,,,
2324852,00:38:44.852,m,Elmo,1,elmo,,,,,0,,,,,,,
2342056,00:39:02.56,m,yeah,0,,,,,,0,,,,,,,
2345388,00:39:05.388,m,you wanna color?,0,,,,,,1,you,,,,,,
2348958,00:39:08.958,m,let me put the baby in the stroller,2,baby,stroller,,,,1,me,,,,,,
2350556,00:39:10.556,m,are you done with these strawberries?,1,strawberries,,,,,2,you,these,,,,,
2352222,00:39:12.222,m,do you want more?,0,,,,,,1,you,,,,,,
2354806,00:39:14.806,m,you wanna eat these?,0,,,,,,2,you,these,,,,,
2358070,00:39:18.70,m,or should I put them away?,0,,,,,,2,i,them,,,,,
2363918,00:39:23.918,m,strawberry,1,strawberry,,,,,0,,,,,,,
2364326,00:39:24.326,m,here,0,,,,,,0,,,,,,,
2366026,00:39:26.26,m,did you forget about them?,0,,,,,,2,you,them,,,,,
2396694,00:39:56.694,m,oh water,1,water,,,,,0,,,,,,,
2412674,00:40:12.674,m,hmm,0,,,,,,0,,,,,,,
2419338,00:40:19.338,m,what?,0,,,,,,0,,,,,,,
2421548,00:40:21.548,m,duck?,1,duck,,,,,0,,,,,,,
2423044,00:40:23.44,m,oh,0,,,,,,0,,,,,,,
2424030,00:40:24.30,m,yeah,0,,,,,,0,,,,,,,
2425220,00:40:25.220,m,quack quack quack,0,,,,,,0,,,,,,,
2428722,00:40:28.722,m,does duck xxx want some strawberries?,2,duck,strawberries,,,,0,,,,,,,
2443410,00:40:43.410,m,poke it,0,,,,,,1,it,,,,,,
2444396,00:40:44.396,m,yeah,0,,,,,,0,,,,,,,
2444600,00:40:44.600,m,xxx,0,,,,,,0,,,,,,,
2446368,00:40:46.368,m,ahahah,0,,,,,,0,,,,,,,
2466496,00:41:06.496,m,alright,0,,,,,,0,,,,,,,
2474146,00:41:14.146,m,can you give me the orange pen?,1,orangepen,,,,,2,you,me,,,,,
2478838,00:41:18.838,m,yeah there's an orange one,1,orangeone,,,,,0,,,,,,,
2483700,00:41:23.700,m,good,0,,,,,,0,,,,,,,
2484312,00:41:24.312,m,thank you,0,,,,,,1,you,,,,,,
2485502,00:41:25.502,m,orange,1,orange,,,,,0,,,,,,,
2485774,00:41:25.774,m,xxx do you want to color?,0,,,,,,1,you,,,,,,
2491690,00:41:31.690,m,baby?,1,baby,,,,,0,,,,,,,
2497946,00:41:37.946,m,where's the green?,1,green,,,,,0,,,,,,,
2498422,00:41:38.422,m,I don't,0,,,,,,1,i,,,,,,
2499102,00:41:39.102,m,see it,0,,,,,,1,it,,,,,,
2499442,00:41:39.442,m,blue cup,1,cup,,,,,0,,,,,,,
