Order,ID,Utterance,Feature
3,10,"CHI:        and um, there's this bread um, on a movie um +...",L+I
3,10,CHI:        and it's not really I don't really I don't really know if they have this kind of bread but it's um called pumpernickel.,I+L+T
3,10,CHI:        &=laughs.,NA
3,10,CHI:        that's pretty funny.,I
3,10,"CHI:        let's see, ?hm?.",NA
3,10,"CHI:        and, only the inside &=points:picture.",P
3,10,CHI:        well only the outside has crust.,P
3,10,CHI:        but not the ?inside?.,P
3,10,CHI:        um a cookie.,L
3,10,"CHI:        and um, cookies are sometimes crunchy.",L+P
3,10,"CHI:        they're sometimes um, um ?chewy?.",P
3,10,"CHI:        um there's lots of different kinds like there's, chocolate chip and molasses.",F+T
3,10,CHI:        plain.,T
3,10,CHI:        hm.,NA
3,10,CHI:        xxx.,NA
3,10,CHI:        okay.,NA
3,10,CHI:        a banana.,L
3,10,"CHI:        they also have you can call it like, a peel.",P
3,10,"CHI:        and, if you want, you if you don't want to get your hands dirty.",F
3,10,"CHI:        then, you can pull down the um peel.",F
3,10,CHI:        and then pull down to the rest of the peel ?and eat the banana?.,F+L
3,10,"CHI:        or if you want you can just pull the, whole peel off.",F
3,10,CHI:        let's see &=clicks:tongue.,NA
3,10,CHI:        a painter.,L
3,10,CHI:        and let's see.,NA
3,10,CHI:        she is painting.,P
3,10,"CHI:        um, right now she's painting a tree.",P
3,10,CHI:        she's painting on a easel.,P
3,10,CHI:        and a piece of paper.,P
3,10,"CHI:        and, she's painting with, paint.",P
3,10,"CHI:        um, let's see.",NA
3,10,CHI:        a duck.,L
3,10,CHI:        let's see.,NA
3,10,"CHI:        ducks um have, they call it, webbed feet?",L+P
3,10,CHI:        and a beak.,P
3,10,CHI:        they all ducks sound different some like just like birds.,L+F+T
3,10,CHI:        ?yeah?.,NA
3,10,CHI:        and some birds don't even say anything.,T+F
3,10,CHI:        what else?,NA
3,10,CHI:        um ducks have feathers like birds.,L+P+T
3,10,"CHI:        duck ducks, um, swim.",L+F
3,10,CHI:        just in like lakes or ponds.,F
3,10,CHI:        this +...,NA
3,10,CHI:        is a picture of a baby laying in like a on a blanket or in its crib on a ?blanket?.,L+P
3,10,CHI:        with three um dolls.,P
3,10,"CHI:        and, babies like, to kick.",L+F
3,10,CHI:        um looks like this baby's getting ready to kick.,L+ P
3,10,"CHI:        um, nope.",NA
3,10,CHI:        a ladybug.,L
3,10,CHI:        and it is red.,P
3,10,CHI:        and it has black spots.,P
3,10,CHI:        um let's see &=whispers.,NA
3,10,CHI:        what else &=whispers?,NA
3,10,"CHI:        huh, I can't think of anything else.",I
3,10,CHI:        this is a carrot.,L
3,10,CHI:        and you can either buy carrots or you can grow carrots.,F+L
3,10,CHI:        in your garden if you have one &=giggles.,F
3,10,CHI:        and carrots need to be in the (re)frigerator.,L+F
3,10,CHI:        until you wanna eat ?them?.,F
3,10,"CHI:        and carrots, are a very good vegetable for you.",L+I+T
3,10,"CHI:        and, um, let's see.",NA
3,10,CHI:        let's see &=whispers.,NA
3,10,"CHI:        hm, or if you want your carrots to be, really cold ?when you take them out you can put them in the freezer?.",L+F
3,10,CHI:        this is a pig.,L
3,10,CHI:        pigs are pink.,L+P
3,10,"CHI:        they they um, they have a curly tail.",P
3,10,CHI:        and let's see.,NA
3,10,CHI:        what else?,NA
3,10,"CHI:        they can, they say oink.",F
3,10,CHI:        and let's see.,NA
3,10,"CHI:        hm, huh.",NA
3,10,CHI:        can't think of anything else.,I
3,10,CHI:        this is a picture of someone at the hospital or a doctor.,P+L
3,10,"CHI:        um, the I think she's at the doctor cause it looks like this is the a doctor.",P+L
3,10,CHI:        and the doctor is I think asking her some questions.,L+P
3,10,"CHI:        um, looks like right now she's talking.",P
3,10,"CHI:        um, and she's laying in a bed.",P
3,10,CHI:        that's ?it? &=whispers.,NA
3,10,CHI:        this is a pirate.,L
3,10,"CHI:        um, they, only travel on ships.",F
3,10,"CHI:        and they wear, patches on only one eye.",P
3,10,"CHI:        and, um let's see.",NA
3,10,CHI:        they wear a belt.,P
3,10,CHI:        they wear boots.,P
3,10,"CHI:        um, hm, can't think of anything else.",NA
3,10,CHI:        a chunk of cheese and +...,P+L
3,10,CHI:        mice like it.,F
3,10,CHI:        um it's very good food.,I
3,10,"CHI:        and um, um, any kind of cheese is good food.",T+L+I+F
3,10,"CHI:        hm, it is yellow.",P
3,10,"CHI:        and it is shaped, &=whispers let's see, hm like a square.",P
3,10,CHI:        um a puppy.,L
3,10,CHI:        and it says woof woof.,F
3,10,"CHI:        and a puppy, um it take a little while for puppies to be able to walk.",L+F
3,10,CHI:        um and puppies have paws.,L+P
3,10,"CHI:        they um, four.",P
3,10,CHI:        um all of them or [?] feet I know.,P
3,10,CHI:        um there's two in the front but +...,P
3,10,CHI:        the two in the front are still feet.,P
3,10,CHI:        this is a turtle.,L
3,10,CHI:        turtles have shells.,L+P
3,10,CHI:        some turtles can't swallow if they're not in water.,L+F
3,10,"CHI:        and if the turtles are scared they pull their head feet, arms and tail, ?into their shell?.",L+F
3,10,CHI:        and they also sleep ?in their shell?.,L+F
3,10,CHI:        um let's see.,NA
3,10,CHI:        they also go in water.,F
3,10,"CHI:        huh, can't think of anything else.",I
4,22,CHI: bread.,L
4,22,CHI: um bread um you it's chewy.,L+P
4,22,CHI: I don't know.,NA
4,22,CHI: zorg this is bread.,L
4,22,CHI: cookie.,L
4,22,CHI: um a cookie goes crunch crunch.,L+P
4,22,CHI: it breaks easily.,F
4,22,CHI: a bear.,L
4,22,CHI: um it's a baby.,P
4,22,CHI: it's just standing there.,P
4,22,CHI: cheese.,L
4,22,CHI: it has spots.,P
4,22,CHI: chedder cheese.,L+T
4,22,CHI: a pig.,L
4,22,CHI: they showed this um last night on food ?network?.,I+F
4,22,CHI: about pigs.,L
4,22,"CHI: you can make um a ceramic um, cooker.",I
4,22,CHI: you just have to do two it's um actually a barbeque that's ceramic.,I
4,22,CHI: you make it have you take it far apart.,I
4,22,CHI: you put something that makes heat in then you put um the pot in then you put the rack you put another fire pot on and then you put a thermometer.,I
4,22,CHI: a doctor.,L
4,22,CHI: um she operates.,F
4,22,CHI: she helps people.,F
4,22,CHI: an artist.,L
4,22,CHI: she paints.,P
4,22,CHI: and she always looks at what she's doing.,P
4,22,CHI: a duck.,L
4,22,CHI: ducks have these feet to help them walk.,L+P+F
4,22,CHI: and and something in Eqypt there are ducks in this restaurant called xxx and I throw bread to the ?ducks?.,I+L+F
4,22,CHI: a baby.,L
4,22,"CHI: he looks just like my ?bother?, when he was tiny xxx.",I+T+P
4,22,CHI: a ladybug.,L
4,22,CHI: it has legs to help it crawl.,P+F
4,22,CHI: this is a ladybug.,L
4,22,CHI: um this is a bat to hit it when it comes towards him.,F
4,22,CHI: look at this.,NA
4,22,CHI: it's a banana.,L
4,22,CHI: you peel it off of the peel and you eat down down down down till the whole banana is gone.,F+L
4,22,"CHI: um you, if you want it cut up for your baby you go cut cut cut cut.",F
4,22,CHI: a pirate with treasure.,L
4,22,CHI: I don't I don't know why pirates always have these patches on their eyes.,I+L+F
4,22,CHI: how come?,NA
4,22,CHI: I'm not sure either.,NA
4,22,CHI: a carrot.,L
4,22,CHI: this is my favorite vegetable.,I+T
4,22,CHI: you eat from here and you go all the way up till this.,F
4,22,CHI: and you cut that off and you eat the orange.,F
4,22,CHI: zorg this is a carrot.,L
4,22,CHI: a turtle.,L
4,22,CHI: it has claws.,P
4,22,CHI: there's a big tortoise that walks on land.,L+P+F
4,22,CHI: it's called Franklin.,I
4,22,CHI: it's a huge tortoise.,L+P
4,22,CHI: it's almost as big as that whole couch.,P+T
4,22,CHI: zorg this is a turtle.,L
5,24,CHI:        a doctor.,L
5,24,CHI:        they help people who are sick or hurt.,F
5,24,CHI:        mm-hm [= yes].,NA
5,24,"CHI:        zorg you don't, I don't know.",I
5,24,CHI:        xxx help you.,NA
5,24,CHI:        a doctor helps people.,L+F
5,24,CHI:        I'm sick.,I
5,24,CHI:        a carrot.,L
5,24,CHI:        you eat it.,F
5,24,CHI:        it's orange.,P
5,24,CHI:        and you pick the stem off.,F+P
5,24,CHI:        eat it &=makes:Zorg_eat_carrot.,F
5,24,CHI:        it's gonna eat it.,F
5,24,CHI:        a baseball player.,L
5,24,CHI:        some have bats and some have gloves.,P
5,24,CHI:        when the ball comes to you ya hit it.,F
5,24,CHI:        it's much of a puppy.,L
5,24,CHI:        first there's a mama puppy and then she has her babies.,I+L+F
5,24,"CHI:        um, Zorg it's a puppy.",L
5,24,CHI:        you pet him.,F
5,24,CHI:        a turtle.,L
5,24,CHI:        he's really slow.,P
5,24,CHI:        he has a shell and no animal can eat its shell.,P+T+F
5,24,CHI:                ?cookie?.,L
5,24,CHI:        you eat it for dessert.,F+T
5,24,CHI:        mm-hm [= yes].,NA
5,24,CHI:        you eat it Zorg.,F
5,24,CHI:        a painter.,L
5,24,CHI:        you paint it.,P
5,24,CHI:        and then you get some paint and then you paint it.,F+P
5,24,CHI:        yep.,NA
5,24,CHI:        first they get a paintbrush put it in paint and then paint pictures that you want to paint.,F+P
5,24,CHI:        banana.,L
5,24,"CHI:        you eat it and, you, hold the peel.",F+P
5,24,CHI:        yes.,NA
5,24,CHI:        you don't eat the peel.,F+P
5,24,CHI:        look there's a ladybug right here.,L
5,24,CHI:        a ladybug.,L
5,24,CHI:        it's a bug.,T
5,24,CHI:        she's red and has black polka dots.,P+I
5,24,CHI:        mm-hm [= yes].,NA
5,24,CHI:        you don't eat bugs.,F+T
5,24,CHI:        a duck.,L
5,24,"CHI:        he swims in water and, that's it.",F+I
5,24,CHI:        he has she has baby ducklings.,F
5,24,CHI:        mm-hm [= yes].,NA
5,24,CHI:        it's a duck.,L
5,24,CHI:        it's a duck.,L
5,24,CHI:        oh a pirate.,L
5,24,CHI:        oh the pirate.,L
5,24,CHI:        he rides on a ship.,F
5,24,CHI:        he needs gold.,F
5,24,CHI:        and has a parrot.,P
5,24,CHI:        yes.,NA
5,24,CHI:        zorg that's a treasure chest and those are pirates.,L
5,24,CHI:        baby.,L
5,24,CHI:        he cannot do anything but lay there and cry &=burps.,F+P
5,24,CHI:        excuse me.,NA
5,24,CHI:        zorg it's a baby.,L
5,24,CHI:        you don't eat it.,F
5,24,CHI:        it's a person.,T
5,24,CHI:        yuck people stinks.,T+I
5,24,CHI:        a pig.,L
5,24,CHI:        he likes to roll in the mud.,F
5,24,CHI:        and it's pink.,P
5,24,"CHI:        um, I don't know.",I
5,24,CHI:        and he snorts &=makes:snorting_noise.,P
5,24,CHI:        oink oink.,P
5,24,CHI:        piggy.,L
5,24,CHI:        it's an animal.,T
5,24,CHI:        you don't eat it.,I+F
5,24,CHI:        he likes to eat hay.,F
5,24,CHI:        cheese.,L
5,24,"CHI:        mice eat it, for a treat.",F
5,24,CHI:        yes.,NA
5,24,CHI:        you eat it.,F
5,24,CHI:        bread.,L
5,24,CHI:        eat it you can put toast on it.,F+T
5,24,CHI:        it's French toast.,T
5,24,CHI:        you eat it and you use it for your eggs [= book closed].,F
5,24,CHI:        &=shakes:head_no.,NA
6,29,"CHI: um, cereal.",L
6,29,"CHI: last night um um I went to my school and I, Firstname wanted those (ex)cept I had different ones so.",I
6,29,"CHI: he wanted uh, look he wanted to have some but instead of having those ones um he wanted uh some the ones my other friend was having.",I
6,29,"CHI: mm, then um, Firstname like and then I look down and say hey who stealed my cereal xxx.",I+L
6,29,CHI: hey Firstname did you eat my cereal?,I+L+F
6,29,CHI: yes.,NA
6,29,CHI: and he said he ate it.,I+F
6,29,"CHI: um, a lobster.",L
6,29,"CHI: um, every time my mommy go out in the big part where um a lot of stuff are um I always like to look at the crabs but then I can't see my mom and I try to find but I didn't see her.",I+T
6,29,"CHI: but last time um, my teacher um, he um wrote a book and then, and then um, uh, and then uh, and then uh, and then we sawed a lobster and then we saw a swordfish and we saw a shark and <a lot> [?] all the animals we're ever going to see.",I+L+T
6,29,"CHI: mm, a a plane guy.",L
6,29,"CHI: and then uh, last night when I was um a baby I went on one to Florida.",I
6,29,CHI: and then I fell asleep.,I
6,29,CHI: and then when I woke up we were there and mommy was just carrying me.,I
6,29,"CHI: mm, and then um, and then we land and it make a big sound and I like woke up and then Mom pick me up and then that's when I woke up.",I
6,29,CHI: she was holding me.,I
6,29,CHI: a teacher.,L
6,29,"CHI: and um, last night I went to my new school I'm going to go to when I get this many &=holds:up_five_fingers (be)cause I'm four and I'm almost that many &=holds:up_five_fingers.",I
6,29,"CHI: and, and, and last night, I went to but that was a long time ago and then we when we got home I wanted to play my Star_Wars game more.",I
6,29,"CHI: and then uh, when I was driving um, my schools like really really close but I can still walk there but my friend Firstname he he just got a new house so he can't walk there now.",I
6,29,CHI: (ex)cept he's all done with school but I'm still done.,I
6,29,CHI: now I'm done with school.,I
6,29,CHI: popcorn.,L
6,29,CHI: last night um I watched Nemo but I don't really like to watch Nemo but I just have to.,I
6,29,CHI: but last time I turned it off (be)cause I didn't want my dad putting it on but then xxx and uh mommy's bedroom (be)cause I want to watch it.,I
6,29,"CHI: and then last night um my friend Firstname uh her ate popcorn but uh, mm.",I+L
6,29,"CHI: mm, then her got like with just one seed in it but I just had like seven, ?seeds in there?.",I+P
6,29,CHI: and I don't really like that.,I
6,29,CHI: mm no.,NA
6,29,CHI: (be)cause I didn't want to.,NA
6,29,"CHI: um, last night uh, I my dad and mom um I mean my daddy and he went with um his friend to there to a football and (be)cause I didn't go I stayed home with my mom.",I
6,29,"CHI: and then um, then uh, then um I played my Star_Wars game for a little bit.",I
6,29,CHI: and then I like paused it and I played a little bit.,I
6,29,CHI: and then like later [?] I climbed up my furniture but my mom didn't even care (be)cause her didn't know.,I
6,29,CHI: but just didn't want me to climb on the table furniture.,I
6,29,CHI: that's all but.,I
6,29,CHI: that's okay if I climb on the furniture you sit on or a bed.,NA
6,29,CHI: a witch.,L
6,29,"CHI: um, last night um, um, last night um we watched a funny show and then was just something [?] with a witch on.",I+L
6,29,"CHI: and then uh, and then uh, and then um, and then uh, and then, and then a person walked and he walked into the witches house because he didn't even know that was the witch house.",I+L
6,29,"CHI: and then, I watched one and then her opened up the door and then her went in the kitchen and then um uh, and then uh, and then uh, and then and then the the guys no hair [?] came and he and then the polar bear like scared the guys [?] and hit him.",I
6,29,CHI: and then we watched another part and the other part's when those ones.,I
6,29,CHI: cake.,L
6,29,"CHI: last time my momma had a birthday um but I was like, um I was like the other day but and then like my mommy um her um, uh, her um.",I+F
6,29,CHI: her had stuff in it but I didn't like.,I+F
6,29,CHI: I just ate the frosting of it and then I got another that had frosting on and I just ate the frosting off of it.,I+P+F
6,29,CHI: (be)cause I just wanted to.,I
6,29,"CHI: and then um, and then um we saved some for my daddy.",I
6,29,CHI: a horsie.,L
6,29,"CHI: last night um, my animal went around looking for a horsie but it didn't, see it.",I+L
6,29,"CHI: and then um, and then, and then, then last night um, I um I rode a pony when I was three when I was two I mean and then um.",I+L
6,29,CHI: I don't remember that now but.,I+L
6,29,CHI: that was a long time ago and I don't remember it.,I+L
6,29,"CHI: mm, a orange.",L
6,29,CHI: last night I had a orange when I was standing on my chair but I didn't break it.,I+L
6,29,"CHI: um, then I when I bited xxx but then I took it out.",I+F
6,29,CHI: mm-hm [= yes].,NA
6,29,CHI: yeah.,NA
6,29,CHI: a crocodile.,L
6,29,CHI: last night my grandpa shot a crocodile.,I+L
6,29,CHI: and then my and then Grandpa had crocodile meat but I don't really eat cuz I don't really like to eat crocodile.,I+L+F
6,29,"CHI: and then um, last time, we went to um and then my mom when her was um three um, um her was fishing and then her caught something and said I think I caught a big fish.",I
6,29,"CHI: and then what it was was just a, boot but then a was [?] crocodile came out and then her xxx pull right in the water but then her grandpa got it.",I+L+F
6,29,CHI: out of the water.,I+F
6,29,CHI: fishing pole [?] xxx.,NA
6,29,CHI: broccoli.,L
6,29,CHI: last time I ate broccoli (ex)cept I didn't really feel good so I just went to bed.,I+L+F
6,29,"CHI: and, then, um uh, and then uh, and then um uh, last night I ate some but then I got full.",I+F
6,29,CHI: um a elephant.,L
6,29,"CHI: last night um when I went to the zoo I saw an elephant but then um, then last night um, we went to the zoo but there was no elephants there.",I+L+F
6,29,"CHI: but last time um, we um, went to one and um, and then um, then um we saw it but I was but and then there was one where baby xxx [= animal name] is.",I
6,29,"CHI: mm, and then uh, and then, again last night um I saw a zookeeper riding on it.",I+F
6,29,CHI: and last time baby xxx [= animal name] s being funny (be)cause then her got her trunk like on on a pole and then hers like was kinda like hers like pulling the pole right off.,I+P+F
6,29,CHI: a penguin.,L
6,29,CHI: last night um I went down in the penguin but it was really dark in there but that's where you can look in windows where the penguins were swimming [?] in the water.,I+L+F
6,29,"CHI: and then uh, and then uh, last night, um, I um, saw one and last night one almost flied right out of it.",I
6,29,CHI: they didn't know it was glass and banged his head.,I+F
6,29,CHI: a clown.,L
6,29,CHI: last night um when we went to a play (be)cause Firstname um there was a clown and I was a little scared of it.,I+L
6,29,CHI: I just ran and hide.,I
6,29,CHI: I wasn't really scared of all of them just some of (th)em.,I
6,29,"CHI: and then um, and then uh, then last time uh, um, I saw one but he had candy and he gave some to me and I was even scared of that one.",I
7,34,CHI: bread.,L
7,34,CHI: um it's used for eating.,F
7,34,CHI: my mom use a lot of like these xxx bread at home.,I+L+F
7,34,CHI: because the doctor told em [?] to eat um those.,F+I
7,34,CHI: no.,NA
7,34,CHI: a cheese.,L
7,34,CHI: kind of I like cheese plain.,I+L
7,34,CHI: but some times I eat them with bread.,I+F
7,34,CHI: they taste <really ?good> [?]?.,I
7,34,CHI: sometimes you eat them regular.,F
7,34,CHI: don't [?].,NA
7,34,CHI: what?,NA
7,34,CHI: what?,NA
7,34,CHI: &=shakes:head_no.,NA
7,34,CHI: I think I know a lot about pigs.,I+L
7,34,CHI: I think that I know a [?] lot lot about the other things.,I
7,34,CHI: &=nods:head_yes.,NA
7,34,CHI: um a basket um baseball man.,L
7,34,CHI: a carrot.,L
7,34,CHI: mm-hm [= yes].,NA
7,34,CHI: they play basketball a lot.,F
7,34,CHI: all the people came to watch them.,F
7,34,CHI: mm-hm [= yes].,NA
7,34,CHI: I think that's it I say about them.,I
7,34,CHI: a carrot.,L
7,34,CHI: they're um they have orange lines.,P
7,34,CHI: that's where you bite in them.,F
7,34,CHI: I think.,I
7,34,CHI: and they're for eating.,F
7,34,"CHI: I think, that's it I know about carrots.",I
7,34,CHI: no.,NA
7,34,CHI: banana.,L
7,34,CHI: my my sister actually eats some of the skin.,I+F
7,34,"CHI: it's um, good.",I
7,34,CHI: a duck.,L
7,34,"CHI: um, um, a duck is likes to swim in the water.",L+F
7,34,CHI: they like to xxx.,F
7,34,CHI: when [?] they get up they xxx kinda.,F
7,34,CHI: all kinda bird can fly.,T+F
7,34,CHI: ducks can fly.,F
7,34,CHI: a pig.,L
7,34,CHI: I know lots about this.,I
7,34,CHI: um pigs used to live in mud on a farm.,L+F
7,34,CHI: and um they they they say oink.,P
7,34,CHI: um um hm hm hm.,NA
